date;US;Brazil;India;Russia;Spain;United Kingdom;Italy;Peru;Iran;Mexico;France;Germany;Chile;South Africa;Turkey;Pakistan;Saudi Arabia;Colombia;China;Bangladesh;Canada;Argentina;Qatar;Belgium;Indonesia;Ecuador;Sweden;Iraq;Netherlands;Egypt;Philippines;Belarus;Ukraine;United Arab Emirates;Portugal;Kuwait;Kazakhstan;Singapore;Israel;Oman;Switzerland;Dominican Republic;Bolivia;Panama;Poland;Romania;Ireland;Japan;Bahrain;Afghanistan;Nigeria;Guatemala;Armenia;Austria;Honduras;Ghana;Serbia;Algeria;Korea, South;Azerbaijan;Morocco;Moldova;Denmark;Czechia;Kyrgyzstan;Australia;Uzbekistan;Cameroon;Nepal;Norway;Kenya;Venezuela;Malaysia;Cote d'Ivoire;Ethiopia;El Salvador;Costa Rica;Finland;Sudan;Bosnia and Herzegovina;Senegal;Bulgaria;North Macedonia;Luxembourg;Congo (Kinshasa);West Bank and Gaza;Guinea;Tajikistan;Madagascar;Gabon;Haiti;Hungary;Greece;Kosovo;Djibouti;Croatia;Thailand;Mauritania;Albania;Paraguay;Lebanon;Zambia;Central African Republic;Maldives;Cuba;Somalia;Equatorial Guinea;Estonia;Iceland;Lithuania;Slovenia;Slovakia;Sri Lanka;Nicaragua;Libya;Mali;New Zealand;Malawi;Congo (Brazzaville);South Sudan;Guinea-Bissau;Tunisia;Zimbabwe;Montenegro;Cabo Verde;Latvia;Eswatini;Sierra Leone;Cyprus;Diamond Princess;Niger;Uruguay;Rwanda;Burkina Faso;Jordan;Mozambique;Andorra;Georgia;Benin;Namibia;Yemen;Malta;Suriname;San Marino;Uganda;Chad;Jamaica;Liberia;Togo;Sao Tome and Principe;Taiwan*;Angola;Tanzania;Vietnam;Syria;Mauritius;Botswana;Gambia;Bahamas;Burma;Guyana;Lesotho;Comoros;Trinidad and Tobago;Mongolia;Cambodia;Burundi;Brunei;Eritrea;Monaco;Barbados;Liechtenstein;Belize;Bhutan;Seychelles;Antigua and Barbuda;Papua New Guinea;Saint Vincent and the Grenadines;Timor-Leste;Grenada;Fiji;Saint Lucia;Laos;Dominica;Saint Kitts and Nevis;Holy See;MS Zaandam;Western Sahara
2020-02-28;16;1;3;2;32;56;888;0;388;1;57;48;2;0;0;4;0;0;78928;0;14;0;0;1;0;0;7;7;1;1;3;1;0;19;0;45;0;93;4;4;8;0;0;0;0;3;0;236;36;1;1;0;0;3;0;0;0;1;2337;0;0;0;1;0;0;15;0;0;1;6;0;0;23;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;5;41;0;0;0;2;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;705;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;34;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-29;24;2;3;2;45;61;1128;0;593;4;100;79;2;0;0;4;0;0;79356;0;20;0;1;1;0;0;12;13;6;1;3;1;0;21;0;45;0;102;7;6;18;0;0;0;0;3;1;245;41;1;1;0;0;9;0;0;0;1;3150;0;0;0;3;0;0;25;0;0;1;15;0;0;25;0;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;4;0;0;6;42;0;0;0;4;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;705;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;39;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-01;30;2;3;2;84;94;1694;0;978;5;130;130;9;0;0;4;0;0;79932;0;24;0;3;2;0;6;14;19;10;2;3;1;0;21;0;45;0;106;10;6;27;1;0;0;0;3;1;259;47;1;1;0;1;14;0;0;0;1;3736;3;0;0;4;3;0;27;0;0;1;19;0;0;29;0;0;0;0;6;0;0;0;0;1;1;0;0;0;0;0;0;0;0;7;0;0;7;42;0;0;0;10;0;0;0;0;0;0;1;3;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;705;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;40;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-02;53;2;5;3;120;134;2036;0;1501;5;191;159;9;0;0;5;1;0;80136;0;27;0;3;8;2;6;15;26;18;2;3;1;0;21;2;56;0;108;10;6;42;1;0;0;0;3;1;278;49;1;1;0;1;18;0;0;0;3;4335;3;1;0;4;3;0;30;0;0;1;25;0;0;29;0;0;0;0;6;0;0;1;0;1;1;0;0;0;0;0;0;0;0;7;0;0;7;43;0;0;0;13;0;0;0;0;0;0;1;6;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;705;0;0;0;0;0;0;1;3;0;0;0;0;0;8;0;0;0;0;0;0;41;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-03;73;2;5;3;165;189;2502;0;2336;5;204;196;10;0;0;5;1;0;80261;0;30;1;7;13;2;7;21;32;24;2;3;1;1;27;2;56;0;110;12;12;56;1;0;0;0;3;2;298;49;1;1;0;1;21;0;0;0;5;5186;3;1;0;6;5;0;39;0;0;1;32;0;0;36;0;0;0;0;6;0;0;2;0;1;1;0;0;0;0;0;0;0;0;7;0;0;9;43;0;0;0;13;0;0;0;0;0;0;2;11;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;706;0;0;0;0;1;0;1;3;0;0;0;0;0;10;0;0;0;0;0;0;42;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-04;104;4;28;3;222;246;3089;0;2922;5;288;262;10;0;0;5;1;0;80386;0;33;1;8;23;2;10;35;35;38;2;3;6;1;27;5;56;0;110;15;15;90;1;0;0;1;4;6;333;52;1;1;0;1;29;0;0;0;12;5621;3;1;0;11;8;0;52;0;0;1;56;0;0;50;0;0;0;0;6;0;0;4;0;1;1;0;0;0;0;0;0;0;2;9;0;0;10;43;0;0;0;13;0;0;0;0;0;0;2;26;1;0;0;1;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;0;706;0;0;0;0;1;0;1;3;0;0;0;0;0;16;0;0;0;0;0;0;42;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-05;174;4;30;4;259;295;3858;0;3513;5;380;482;13;1;0;6;5;0;80537;0;37;1;8;50;2;13;94;35;82;3;3;6;1;29;8;58;0;117;20;16;114;1;0;0;1;6;6;365;55;1;1;0;1;41;0;0;0;12;6088;6;2;0;11;12;0;55;0;0;1;87;0;0;50;0;0;0;0;12;0;2;4;0;1;1;0;4;0;0;0;0;0;2;31;0;0;10;47;0;0;0;16;0;0;0;0;0;0;3;34;1;2;0;1;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;0;706;0;0;0;0;1;0;1;4;0;0;0;0;0;21;0;0;0;0;0;0;44;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-06;222;13;31;13;400;374;4636;1;4747;6;656;670;13;1;0;6;5;1;80690;0;49;2;8;109;4;13;101;40;128;15;5;6;1;29;13;58;0;130;37;16;214;2;0;0;5;9;18;420;60;1;1;0;1;55;0;0;1;17;6593;6;2;0;24;18;0;60;0;1;1;108;0;0;83;0;0;0;1;15;0;2;4;0;3;2;0;7;0;0;0;0;0;2;45;0;0;11;48;0;0;0;22;0;0;0;0;0;0;10;43;1;7;1;1;0;0;0;4;0;0;0;0;1;0;0;0;1;0;0;0;706;0;0;0;0;1;0;1;4;0;0;0;0;0;21;0;0;0;0;1;0;45;0;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-07;337;13;34;13;500;429;5883;1;5823;6;959;799;13;1;0;6;5;1;80770;0;54;8;8;169;4;13;161;54;188;15;6;6;1;45;20;61;0;138;43;16;268;2;0;0;5;9;18;466;85;1;1;0;1;79;0;0;1;17;7041;9;2;0;24;19;0;63;0;1;1;147;0;0;93;0;0;0;1;15;0;3;4;0;3;2;0;16;0;0;0;0;0;4;46;0;0;12;50;0;0;0;22;0;0;0;0;0;0;10;50;1;7;1;1;0;0;0;5;0;0;0;0;1;0;0;0;1;0;0;0;706;0;0;0;0;1;0;1;4;0;0;0;3;0;23;0;0;0;0;1;0;45;0;0;18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-08;451;20;39;17;673;483;7375;6;6566;7;1136;1040;20;3;0;6;11;1;80823;3;64;12;15;200;6;14;203;60;265;49;10;6;1;45;30;64;0;150;61;16;337;5;0;0;11;15;19;499;85;4;1;0;1;104;0;0;1;19;7314;9;2;1;37;31;0;76;0;2;1;176;0;0;99;0;0;0;5;23;0;3;4;4;3;3;0;16;0;0;0;0;0;7;73;0;0;12;50;0;0;1;32;0;0;4;0;0;0;10;50;1;16;3;1;0;0;0;5;0;0;0;0;2;0;0;0;2;0;0;0;706;0;0;0;0;1;0;1;13;0;0;0;3;0;36;0;0;0;0;1;0;45;0;0;30;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-09;519;25;43;17;1073;630;9172;7;7161;7;1219;1176;20;3;0;16;15;1;80860;3;77;12;18;239;19;15;248;60;321;55;20;6;1;45;30;64;0;150;61;16;374;5;0;0;16;15;21;527;95;4;2;0;1;131;0;0;1;20;7478;9;2;1;92;31;0;91;0;2;1;205;0;0;117;0;0;0;9;30;0;3;4;4;3;3;0;19;0;0;0;0;0;9;73;0;0;12;50;0;2;1;32;0;0;4;0;0;0;10;58;1;16;3;1;0;0;0;5;0;0;0;0;2;0;0;0;6;0;0;2;706;0;0;0;0;1;0;1;15;0;0;0;3;0;36;0;0;0;0;1;0;45;0;0;30;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-10;711;31;56;20;1695;889;10149;11;8042;7;1794;1457;25;7;0;19;20;3;80887;3;79;17;24;267;27;15;355;71;382;59;33;9;1;74;41;69;0;160;75;18;491;5;0;1;22;25;34;585;110;5;2;0;1;182;0;0;5;20;7513;11;3;3;264;41;0;107;0;2;1;400;0;0;129;0;0;0;9;40;0;5;4;4;7;5;0;26;0;0;0;0;0;9;89;0;0;14;53;0;10;1;41;0;0;6;0;0;0;12;69;1;31;7;1;0;0;0;5;0;0;0;0;5;0;0;0;8;0;0;3;706;0;0;0;1;1;0;1;15;0;0;0;5;0;51;0;0;0;0;1;0;47;0;0;31;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-11;1109;38;62;20;2277;1301;12462;11;9000;8;2293;1908;35;13;1;20;21;9;80921;3;108;19;262;314;34;17;500;71;503;60;49;9;1;74;59;72;0;178;79;18;652;5;2;8;31;45;43;640;195;7;2;0;1;246;2;0;12;20;7755;11;5;3;444;91;0;128;0;2;1;598;0;0;149;1;0;0;13;59;0;7;4;7;7;7;1;30;0;0;0;0;0;13;99;0;0;19;59;0;12;5;61;0;0;8;0;0;0;16;85;3;57;10;2;0;0;0;5;0;0;0;0;7;0;0;0;10;0;0;6;706;0;0;0;2;1;0;1;24;0;0;0;6;0;62;0;0;1;0;1;0;48;0;0;38;0;0;0;0;0;0;0;0;0;0;1;3;0;11;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-12;1561;52;73;28;2277;1790;15113;15;10075;12;2293;2078;35;17;1;28;45;9;80932;3;117;19;262;314;34;17;599;71;503;67;52;12;1;85;59;80;0;178;100;18;652;5;2;11;49;49;43;696;195;7;2;0;4;302;2;0;19;24;7869;11;6;3;617;94;0;128;0;2;1;702;0;0;149;1;0;0;22;59;0;11;4;7;7;19;1;30;0;0;0;0;0;13;99;0;0;19;70;0;23;5;61;0;0;8;3;0;0;16;103;3;89;16;2;0;0;0;5;0;0;0;0;7;0;0;0;10;0;0;6;706;0;0;0;2;1;0;1;24;0;0;0;6;0;69;0;0;2;0;1;0;49;0;0;39;0;0;0;0;0;0;1;0;0;0;1;3;0;11;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-13;2157;151;82;45;5232;2270;17660;28;11364;26;3681;3675;55;24;5;31;86;13;80945;3;193;31;320;559;69;17;814;101;806;80;64;27;3;85;112;80;4;200;126;19;1139;5;3;27;68;89;90;733;195;7;2;0;8;504;2;0;35;26;7979;15;7;6;804;141;0;200;0;2;1;996;1;0;197;1;1;0;23;155;1;13;10;23;14;34;2;31;1;0;0;0;0;19;190;0;0;32;75;0;33;6;77;0;0;9;4;0;0;79;134;6;141;32;6;0;0;0;5;0;0;0;0;16;0;0;0;17;0;0;14;706;0;4;0;2;1;0;1;25;0;0;0;12;0;80;0;0;8;0;1;0;50;0;0;47;0;0;0;0;0;0;1;0;0;0;1;5;0;37;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
2020-03-14;2870;151;102;59;6391;2634;21157;38;12729;41;4496;4585;88;38;5;53;103;22;80977;3;198;34;337;689;96;28;961;110;962;109;111;27;3;85;169;104;6;212;155;19;1359;11;10;36;103;123;129;795;210;11;2;1;18;655;2;3;46;37;8086;15;17;12;836;189;0;250;0;2;1;1090;1;2;238;1;1;0;26;225;1;18;10;41;14;51;2;35;1;0;0;1;0;30;228;2;0;38;82;1;38;6;93;0;0;10;4;0;0;115;156;8;181;44;10;0;0;0;6;0;0;0;0;18;0;0;0;26;1;0;26;706;0;6;1;2;1;0;1;30;0;2;0;18;1;80;0;0;8;0;1;0;53;0;0;53;0;0;0;0;0;0;1;0;0;2;1;7;0;40;0;2;0;4;0;1;2;1;0;1;0;0;0;1;0;0;0;1;0;0
2020-03-15;2968;162;113;63;7798;3077;24747;43;13938;53;4532;5795;101;51;6;136;103;34;81003;5;252;45;401;886;117;28;1022;116;1138;110;140;27;3;98;245;112;9;226;213;22;2200;11;10;43;119;131;129;826;214;16;2;1;26;860;3;6;48;48;8162;23;28;23;875;253;0;297;1;2;1;1221;3;10;428;1;1;0;27;244;1;24;24;51;14;59;2;38;1;0;0;1;0;32;331;5;0;49;114;1;42;6;110;0;1;13;4;0;1;171;171;12;219;54;18;0;0;0;8;0;1;0;0;18;0;0;0;30;1;0;26;706;0;8;1;3;8;0;1;33;0;2;0;21;1;101;0;0;10;0;1;0;59;0;0;56;0;0;0;0;0;0;4;0;0;2;1;7;0;50;0;2;0;4;0;1;2;1;0;1;0;0;0;2;0;0;0;1;0;0
2020-03-16;4360;200;119;90;9942;3692;27980;86;14991;82;6683;7272;182;62;18;236;118;57;81033;8;415;56;439;1058;134;37;1103;124;1416;150;142;36;7;98;331;123;10;243;218;22;2200;11;11;55;177;158;169;843;214;21;2;2;52;1018;6;6;55;54;8236;28;29;23;933;298;0;377;6;4;1;1333;3;17;566;1;5;0;35;277;1;25;24;52;18;77;2;38;1;0;0;1;0;39;331;13;0;57;147;1;51;8;110;0;1;13;4;1;1;205;180;17;253;63;28;0;0;0;8;0;1;0;0;20;0;0;0;34;1;0;33;706;0;29;5;15;17;0;2;33;1;2;0;30;1;109;0;0;10;1;1;0;67;0;1;61;0;0;0;0;1;0;4;0;0;4;1;7;0;54;0;7;0;4;0;1;3;1;0;1;0;0;0;2;0;0;0;1;0;0
2020-03-17;6141;321;142;114;11748;4462;31506;117;16169;93;7715;9257;228;62;47;299;171;75;81058;10;478;68;439;1243;172;58;1190;154;1711;196;187;36;14;98;448;130;33;266;250;24;2700;21;11;69;238;184;223;893;228;22;3;6;78;1332;8;7;65;60;8320;28;38;30;1025;396;0;452;10;10;1;1463;3;33;673;5;5;0;41;321;1;26;26;67;26;140;3;39;1;0;0;1;0;50;387;16;0;65;177;1;55;9;120;0;1;13;5;1;1;225;220;25;275;72;44;0;0;0;12;0;1;0;0;24;0;2;0;49;1;0;46;706;0;50;7;15;34;0;39;34;1;2;0;38;1;109;0;0;12;1;1;0;77;0;1;66;0;0;0;1;1;0;7;0;0;5;5;33;0;56;0;7;2;7;0;1;4;1;0;1;0;0;0;2;0;0;0;1;0;0
2020-03-18;8917;372;156;147;13910;5467;35713;145;17361;118;9124;12327;265;116;98;454;171;102;81102;14;657;79;452;1486;227;111;1279;164;2058;196;202;51;14;113;448;142;35;313;304;39;3028;21;12;86;251;260;292;928;256;22;8;6;84;1646;9;7;83;74;8413;28;49;30;1116;464;3;568;15;10;1;1550;3;36;790;6;6;0;50;336;2;38;31;92;35;203;4;41;1;0;0;1;0;58;418;19;1;81;212;1;59;11;133;2;1;13;7;1;4;258;250;27;275;105;51;0;0;0;20;0;1;0;0;29;0;2;0;71;1;0;49;712;0;79;8;20;52;0;39;38;2;2;0;38;1;119;0;0;13;2;1;0;100;0;3;75;0;3;0;1;1;0;7;0;0;7;6;35;0;68;0;7;2;28;0;1;4;1;0;1;0;0;0;2;0;0;0;1;0;0
2020-03-19;14157;621;194;199;17963;6533;41035;234;18407;164;10970;15320;265;150;192;501;274;108;81156;17;800;97;460;1795;311;199;1439;192;2467;256;217;51;16;140;785;148;44;345;427;48;4075;34;12;109;355;277;557;968;278;22;8;9;115;2013;12;11;103;87;8565;44;63;49;1225;694;3;681;23;13;1;1746;7;42;900;9;6;1;69;400;2;63;31;94;48;335;14;44;1;0;0;1;0;73;418;20;1;105;272;2;64;11;157;2;1;13;11;1;6;267;330;36;286;123;60;1;0;0;28;0;3;0;0;39;0;3;0;86;1;0;67;712;0;94;8;33;69;0;53;40;2;3;0;53;1;119;0;1;15;2;1;0;108;0;6;85;0;3;0;1;3;0;7;0;0;9;6;37;0;75;0;7;5;28;0;1;6;1;0;1;0;0;1;2;0;0;0;1;0;0
2020-03-20;19479;793;244;253;20410;7791;47021;234;19644;203;12758;19848;461;202;359;730;344;158;81250;20;943;128;470;2257;369;367;1639;208;3003;285;230;69;29;140;1020;159;49;385;529;48;5294;72;15;137;425;308;683;1022;285;24;12;12;136;2388;24;16;135;90;8652;44;77;66;1337;833;6;791;33;20;1;1914;7;42;1030;9;9;1;89;450;2;89;38;127;67;484;18;47;1;0;3;3;2;85;495;21;1;128;322;2;70;13;163;2;3;13;16;1;6;283;409;49;341;137;73;1;0;0;39;0;3;0;0;54;1;14;1;111;1;0;67;712;1;110;17;40;85;0;75;43;2;3;0;64;4;144;0;1;16;2;9;0;135;1;6;91;0;12;0;1;3;0;7;0;0;9;6;51;0;78;0;11;5;28;0;2;7;1;1;1;0;0;1;2;0;0;0;1;0;0
2020-03-21;25825;1021;330;306;25374;9006;53578;318;20610;251;14463;22213;592;240;670;776;392;196;81305;25;1277;158;481;2815;450;506;1763;214;3640;294;307;76;47;153;1280;176;53;432;712;52;6575;112;19;200;536;367;785;1059;305;24;22;17;160;2814;24;19;171;139;8799;53;96;80;1420;995;14;1071;43;27;1;2118;7;70;1183;14;9;3;117;523;2;93;47;163;85;670;23;48;2;0;3;4;2;103;530;24;1;206;411;2;76;18;187;2;3;13;21;1;6;306;473;83;383;178;77;2;0;0;52;0;3;0;0;60;3;14;3;124;1;0;84;712;1;135;17;64;85;0;88;49;2;3;0;73;4;144;1;1;16;3;16;0;153;2;6;94;0;14;0;1;4;0;7;0;0;49;10;53;0;83;1;11;6;37;0;2;7;1;1;1;0;0;1;2;0;0;0;1;0;0
2020-03-22;33761;1546;396;367;28768;10395;59138;363;21638;316;16243;24873;687;274;1236;875;511;231;81435;27;1469;266;494;3401;514;789;1934;233;4217;327;380;76;73;153;1600;188;60;455;883;55;7474;202;24;313;634;433;906;1104;334;40;30;19;194;3582;26;23;222;201;8961;65;115;94;1514;1120;14;1549;43;40;1;2385;15;70;1306;14;11;3;134;626;2;126;67;187;115;798;30;52;2;0;3;5;2;131;624;31;1;254;599;2;89;22;248;3;3;13;35;1;6;326;568;143;414;185;82;2;0;0;102;0;3;0;0;75;3;21;3;139;4;0;95;712;2;158;19;75;112;1;113;54;2;3;0;90;5;175;1;1;19;3;16;0;169;2;12;113;1;28;0;1;4;0;19;0;0;50;10;84;0;88;1;23;14;37;0;2;7;1;1;1;1;1;2;2;0;1;0;1;0;0
2020-03-23;43850;1924;499;438;35136;12744;63927;395;23049;367;20123;29056;801;402;1529;972;562;277;81498;33;2088;301;501;3743;579;981;2046;266;4764;366;462;81;73;198;2060;189;62;509;1071;66;8795;245;27;345;749;576;1125;1144;377;40;40;20;235;4474;30;27;249;230;8961;72;143;109;1572;1236;16;1682;46;56;2;2621;16;77;1518;25;11;3;158;700;2;136;79;201;136;875;36;59;4;0;12;5;6;167;695;33;3;315;721;2;104;22;267;3;3;13;40;1;9;352;588;179;442;186;97;2;0;0;102;0;4;0;0;89;3;27;3;180;4;0;116;712;3;162;36;99;127;1;133;61;5;4;0;107;5;187;9;1;19;3;18;0;195;3;12;123;1;36;0;2;4;0;20;0;0;51;10;87;0;91;1;23;17;51;1;2;7;3;1;1;1;1;3;3;0;2;0;1;0;0
2020-03-24;54112;2247;536;495;39885;15126;69176;416;24811;405;22622;32986;977;554;1872;1063;767;378;81591;39;2790;387;526;4269;686;1082;2286;316;5580;402;552;81;97;248;2362;191;72;558;1238;84;9877;312;29;345;901;794;1329;1217;392;74;44;21;249;5283;30;53;303;264;9037;87;170;125;1718;1394;42;2044;50;66;2;2863;25;84;1624;73;12;5;177;792;3;166;86;218;148;1099;45;59;4;0;17;6;7;187;743;61;3;382;827;2;123;27;318;3;3;13;48;1;9;369;648;209;480;204;102;2;1;0;155;0;4;0;0;114;3;47;3;197;4;0;124;712;3;189;40;114;154;3;164;70;6;7;0;110;7;187;9;3;21;3;20;0;215;3;12;134;1;42;0;3;5;0;5;0;0;57;10;91;0;104;1;23;18;51;1;2;7;3;1;1;1;1;4;3;2;2;0;4;0;0
2020-03-25;66055;2554;657;658;49515;17843;74386;480;27017;475;25600;37323;1197;709;2433;1201;900;470;81661;39;3251;387;537;4937;790;1173;2526;346;6438;456;636;86;145;333;2995;195;81;631;2369;99;10897;392;32;443;1051;906;1564;1314;419;84;51;24;265;5588;36;93;384;302;9137;93;225;149;1862;1654;44;2364;60;75;3;3084;28;91;1796;80;12;9;201;880;3;176;99;242;177;1333;48;59;4;0;19;6;8;226;821;63;11;442;934;2;146;37;333;12;3;13;57;1;9;404;737;274;528;216;102;2;1;2;205;0;4;0;2;173;3;52;4;221;4;0;132;712;7;217;41;146;172;5;188;75;6;7;0;129;8;208;14;3;26;3;23;0;235;3;12;141;5;48;0;3;5;0;5;0;0;60;10;96;0;109;4;31;18;51;2;2;7;3;1;1;1;1;5;3;3;7;2;4;0;0
2020-03-26;84091;2985;727;840;57786;20970;80589;580;29406;585;29551;43938;1361;927;3629;1373;1012;491;81782;44;4042;502;549;6235;893;1403;2840;382;7468;495;707;86;196;333;3544;208;111;683;2693;109;11811;488;43;558;1221;1029;1819;1416;458;94;65;25;290;6909;52;132;384;367;9241;122;275;177;2023;1925;44;2810;75;75;3;3369;31;107;2031;96;12;13;231;958;3;191;105;264;201;1453;51;84;4;0;23;7;8;261;892;71;11;495;1045;3;174;41;368;16;3;13;67;2;12;538;802;299;562;226;106;2;1;4;283;0;4;0;2;197;3;69;4;244;6;0;146;712;10;238;50;152;212;7;224;79;6;8;0;134;8;208;14;3;26;3;23;0;252;4;13;153;5;81;0;3;9;0;5;0;0;65;11;96;0;114;6;33;18;56;2;2;7;7;1;1;1;7;5;3;6;11;2;4;0;0
2020-03-27;102276;3417;887;1036;65719;24219;86498;635;32332;717;33402;50871;1665;1170;5698;1495;1104;539;81897;48;4682;589;562;7284;1046;1595;3069;458;8647;536;803;94;310;405;4268;225;150;732;3035;131;12928;581;61;674;1389;1292;2121;1530;466;110;70;28;329;7657;68;137;457;409;9332;165;345;199;2200;2279;58;3143;88;91;4;3755;31;107;2161;101;16;13;263;1041;3;237;119;293;219;1605;51;91;8;0;26;7;8;300;966;86;12;586;1136;3;186;52;391;22;3;16;80;3;12;575;890;358;632;269;106;2;1;11;368;0;4;0;2;227;5;82;5;280;9;0;162;712;10;274;54;180;235;7;267;83;6;8;0;139;8;223;23;3;26;3;25;0;267;4;13;163;5;94;0;3;10;8;5;0;0;66;11;99;0;115;6;42;24;56;2;3;7;7;1;1;1;7;5;3;6;11;2;4;0;0
2020-03-28;122069;3904;987;1264;73235;27062;92472;671;35408;848;38105;57695;2015;1187;7402;1597;1203;608;81999;48;5576;690;590;9134;1155;1823;3447;506;9819;576;1075;94;356;468;5170;235;228;802;3619;152;14076;719;74;786;1638;1452;2415;1728;476;110;89;34;407;8271;95;141;659;454;9478;182;402;231;2366;2631;58;3640;104;91;5;4015;38;119;2320;101;16;19;295;1167;5;258;130;331;241;1831;65;98;8;0;26;7;8;343;1061;88;14;657;1245;5;197;56;412;28;3;16;119;3;12;645;963;394;684;292;113;4;3;18;451;0;4;0;2;278;7;84;5;305;9;0;179;712;10;303;60;207;246;8;308;90;6;8;0;149;8;224;30;3;30;3;25;0;283;5;14;174;5;102;0;3;10;8;8;0;0;74;12;99;0;120;6;42;26;56;2;3;8;7;1;1;1;7;5;3;8;11;2;6;2;0
2020-03-29;141205;4256;1024;1534;80110;29954;97689;852;38309;993;40708;62095;2245;1280;9217;1717;1299;702;82122;48;6280;745;634;10836;1285;1924;3700;547;10930;609;1418;94;475;570;5962;255;284;844;4247;167;14829;859;81;901;1862;1815;2615;1907;499;120;111;34;424;8788;110;152;741;511;9583;209;479;263;2564;2817;84;3984;144;139;5;4284;42;119;2470;165;21;24;314;1240;6;323;142;346;259;1950;65;109;16;0;39;7;15;408;1156;91;18;713;1388;5;212;59;438;29;3;17;139;3;12;679;1020;460;730;314;117;4;8;18;514;0;19;0;2;312;7;85;6;347;9;0;214;712;18;309;70;222;259;8;334;91;6;11;0;151;8;224;33;3;32;3;25;0;298;7;14;188;9;107;0;4;11;10;8;0;0;78;12;103;0;126;12;46;33;56;2;4;8;7;1;1;1;9;5;9;8;11;2;6;2;0
2020-03-30;162707;4579;1251;1836;87956;34281;101739;950;41495;1094;45170;66885;2555;1326;10827;1938;1453;798;82198;49;7398;820;693;11899;1414;1962;4028;630;11817;656;1546;152;548;611;6408;266;302;879;4695;179;15922;901;97;989;2055;2109;2910;2001;515;170;131;36;482;9618;139;152;785;584;9661;273;556;298;2755;3001;94;4361;149;139;5;4445;50;135;2626;168;23;30;330;1352;6;368;162;359;285;1988;81;116;22;0;43;7;15;447;1212;94;18;790;1524;5;223;64;446;35;3;17;170;3;12;715;1086;491;756;336;122;4;8;25;589;0;19;0;8;312;7;91;6;376;9;0;230;712;27;320;70;246;268;8;370;103;6;11;0;156;8;230;33;5;36;3;30;0;306;7;19;203;10;128;3;4;14;14;8;0;0;82;12;107;0;127;12;49;33;62;3;4;8;7;1;1;1;9;5;9;8;11;7;6;2;0
